APURAÇÃO;PRODUTO;VENDEDOR;SUPERVISOR;CANAL_VENDAS;META
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Dexter Morgan;Josvaldo Ferreira;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Elliot Alderson;Clementina Silva;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Gregory House;Clementina Silva;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Ítalo Teotônio;Carleta Joaquina;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Jack Bauer;Teobaldo Souza;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Michael Scofield;Astolfo Péricles;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Norma Bates;Teobaldo Souza;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Randal Pearson;Josvaldo Ferreira;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Shaun Murphy;Clementina Silva;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Thomas Shelby;Carleta Joaquina;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;;Walter White;Carleta Joaquina;Internet;5800
;;;;Lojas Afiliadas;5800
;;;;Lojas Próprias;8600
;Suco Prata;Annalise Keating;Josvaldo Ferreira;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Dexter Morgan;Josvaldo Ferreira;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Elliot Alderson;Clementina Silva;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Gregory House;Clementina Silva;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Ítalo Teotônio;Carleta Joaquina;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Jack Bauer;Teobaldo Souza;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Michael Scofield;Astolfo Péricles;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Norma Bates;Teobaldo Souza;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Randal Pearson;Josvaldo Ferreira;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Shaun Murphy;Clementina Silva;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Thomas Shelby;Carleta Joaquina;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
;;Walter White;Carleta Joaquina;Internet;4600
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;6700
31/12/2020;Café Bronze;Annalise Keating;Josvaldo Ferreira;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Dexter Morgan;Josvaldo Ferreira;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Elliot Alderson;Clementina Silva;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Gregory House;Clementina Silva;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Ítalo Teotônio;Carleta Joaquina;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Jack Bauer;Teobaldo Souza;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Michael Scofield;Astolfo Péricles;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Norma Bates;Teobaldo Souza;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Randal Pearson;Josvaldo Ferreira;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Shaun Murphy;Clementina Silva;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Thomas Shelby;Carleta Joaquina;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;;Walter White;Carleta Joaquina;Internet;3000
;;;;Lojas Afiliadas;4100
;;;;Lojas Próprias;5500
;Café Diamante;Annalise Keating;Josvaldo Ferreira;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Dexter Morgan;Josvaldo Ferreira;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Elliot Alderson;Clementina Silva;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Gregory House;Clementina Silva;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Ítalo Teotônio;Carleta Joaquina;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Jack Bauer;Teobaldo Souza;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Michael Scofield;Astolfo Péricles;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Norma Bates;Teobaldo Souza;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Randal Pearson;Josvaldo Ferreira;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Shaun Murphy;Clementina Silva;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Thomas Shelby;Carleta Joaquina;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;;Walter White;Carleta Joaquina;Internet;6800
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;9500
;Café Ouro;Annalise Keating;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Dexter Morgan;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Elliot Alderson;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Gregory House;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Ítalo Teotônio;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Jack Bauer;Teobaldo Souza;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Michael Scofield;Astolfo Péricles;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Norma Bates;Teobaldo Souza;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Randal Pearson;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Shaun Murphy;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Thomas Shelby;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;;Walter White;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;7300
;Café Prata;Annalise Keating;Josvaldo Ferreira;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Dexter Morgan;Josvaldo Ferreira;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Elliot Alderson;Clementina Silva;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Gregory House;Clementina Silva;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Ítalo Teotônio;Carleta Joaquina;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Jack Bauer;Teobaldo Souza;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Michael Scofield;Astolfo Péricles;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Norma Bates;Teobaldo Souza;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Randal Pearson;Josvaldo Ferreira;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Shaun Murphy;Clementina Silva;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Thomas Shelby;Carleta Joaquina;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;;Walter White;Carleta Joaquina;Internet;4100
;;;;Lojas Afiliadas;4300
;;;;Lojas Próprias;6300
;Cerveja Bronze;Annalise Keating;Josvaldo Ferreira;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Dexter Morgan;Josvaldo Ferreira;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Elliot Alderson;Clementina Silva;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Gregory House;Clementina Silva;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Ítalo Teotônio;Carleta Joaquina;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Jack Bauer;Teobaldo Souza;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Michael Scofield;Astolfo Péricles;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Norma Bates;Teobaldo Souza;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Randal Pearson;Josvaldo Ferreira;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Shaun Murphy;Clementina Silva;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Thomas Shelby;Carleta Joaquina;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;;Walter White;Carleta Joaquina;Internet;6500
;;;;Lojas Afiliadas;9200
;;;;Lojas Próprias;9300
;Cerveja Diamante;Annalise Keating;Josvaldo Ferreira;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Dexter Morgan;Josvaldo Ferreira;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Elliot Alderson;Clementina Silva;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Gregory House;Clementina Silva;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Ítalo Teotônio;Carleta Joaquina;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Jack Bauer;Teobaldo Souza;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Michael Scofield;Astolfo Péricles;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Norma Bates;Teobaldo Souza;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Randal Pearson;Josvaldo Ferreira;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Shaun Murphy;Clementina Silva;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Thomas Shelby;Carleta Joaquina;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;;Walter White;Carleta Joaquina;Internet;12400
;;;;Lojas Afiliadas;22400
;;;;Lojas Próprias;20700
;Cerveja Ouro;Annalise Keating;Josvaldo Ferreira;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Dexter Morgan;Josvaldo Ferreira;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Elliot Alderson;Clementina Silva;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Gregory House;Clementina Silva;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Ítalo Teotônio;Carleta Joaquina;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Jack Bauer;Teobaldo Souza;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Michael Scofield;Astolfo Péricles;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Norma Bates;Teobaldo Souza;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Randal Pearson;Josvaldo Ferreira;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Shaun Murphy;Clementina Silva;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Thomas Shelby;Carleta Joaquina;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;;Walter White;Carleta Joaquina;Internet;10900
;;;;Lojas Afiliadas;10000
;;;;Lojas Próprias;18700
;Cerveja Prata;Annalise Keating;Josvaldo Ferreira;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Dexter Morgan;Josvaldo Ferreira;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Elliot Alderson;Clementina Silva;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Gregory House;Clementina Silva;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Ítalo Teotônio;Carleta Joaquina;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Jack Bauer;Teobaldo Souza;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Michael Scofield;Astolfo Péricles;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Norma Bates;Teobaldo Souza;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Randal Pearson;Josvaldo Ferreira;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Shaun Murphy;Clementina Silva;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Thomas Shelby;Carleta Joaquina;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;;Walter White;Carleta Joaquina;Internet;11400
;;;;Lojas Afiliadas;11300
;;;;Lojas Próprias;18100
;Refrigerante Bronze;Annalise Keating;Josvaldo Ferreira;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Dexter Morgan;Josvaldo Ferreira;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Elliot Alderson;Clementina Silva;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Gregory House;Clementina Silva;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Ítalo Teotônio;Carleta Joaquina;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Jack Bauer;Teobaldo Souza;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Michael Scofield;Astolfo Péricles;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Norma Bates;Teobaldo Souza;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Randal Pearson;Josvaldo Ferreira;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Shaun Murphy;Clementina Silva;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Thomas Shelby;Carleta Joaquina;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;;Walter White;Carleta Joaquina;Internet;7300
;;;;Lojas Afiliadas;7400
;;;;Lojas Próprias;7600
;Refrigerante Diamante;Annalise Keating;Josvaldo Ferreira;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Dexter Morgan;Josvaldo Ferreira;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Elliot Alderson;Clementina Silva;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Gregory House;Clementina Silva;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Ítalo Teotônio;Carleta Joaquina;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Jack Bauer;Teobaldo Souza;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Michael Scofield;Astolfo Péricles;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Norma Bates;Teobaldo Souza;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Randal Pearson;Josvaldo Ferreira;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Shaun Murphy;Clementina Silva;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Thomas Shelby;Carleta Joaquina;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;;Walter White;Carleta Joaquina;Internet;9700
;;;;Lojas Afiliadas;13800
;;;;Lojas Próprias;13000
;Refrigerante Ouro;Annalise Keating;Josvaldo Ferreira;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Dexter Morgan;Josvaldo Ferreira;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Elliot Alderson;Clementina Silva;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Gregory House;Clementina Silva;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Ítalo Teotônio;Carleta Joaquina;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Jack Bauer;Teobaldo Souza;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Michael Scofield;Astolfo Péricles;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Norma Bates;Teobaldo Souza;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Randal Pearson;Josvaldo Ferreira;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Shaun Murphy;Clementina Silva;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Thomas Shelby;Carleta Joaquina;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;;Walter White;Carleta Joaquina;Internet;7600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;10500
;Refrigerante Prata;Annalise Keating;Josvaldo Ferreira;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Dexter Morgan;Josvaldo Ferreira;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Elliot Alderson;Clementina Silva;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Gregory House;Clementina Silva;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Ítalo Teotônio;Carleta Joaquina;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Jack Bauer;Teobaldo Souza;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Michael Scofield;Astolfo Péricles;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Norma Bates;Teobaldo Souza;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Randal Pearson;Josvaldo Ferreira;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Shaun Murphy;Clementina Silva;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Thomas Shelby;Carleta Joaquina;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;;Walter White;Carleta Joaquina;Internet;6700
;;;;Lojas Afiliadas;9100
;;;;Lojas Próprias;13200
;Suco Bronze;Annalise Keating;Josvaldo Ferreira;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Dexter Morgan;Josvaldo Ferreira;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Elliot Alderson;Clementina Silva;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Gregory House;Clementina Silva;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Ítalo Teotônio;Carleta Joaquina;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Jack Bauer;Teobaldo Souza;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Michael Scofield;Astolfo Péricles;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Norma Bates;Teobaldo Souza;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Randal Pearson;Josvaldo Ferreira;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Shaun Murphy;Clementina Silva;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Thomas Shelby;Carleta Joaquina;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;;Walter White;Carleta Joaquina;Internet;3700
;;;;Lojas Afiliadas;5100
;;;;Lojas Próprias;7700
;Suco Diamante;Annalise Keating;Josvaldo Ferreira;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Dexter Morgan;Josvaldo Ferreira;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Elliot Alderson;Clementina Silva;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Gregory House;Clementina Silva;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Ítalo Teotônio;Carleta Joaquina;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Jack Bauer;Teobaldo Souza;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Michael Scofield;Astolfo Péricles;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Norma Bates;Teobaldo Souza;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Randal Pearson;Josvaldo Ferreira;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Shaun Murphy;Clementina Silva;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Thomas Shelby;Carleta Joaquina;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;;Walter White;Carleta Joaquina;Internet;5700
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;7200
;Suco Ouro;Annalise Keating;Josvaldo Ferreira;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Dexter Morgan;Josvaldo Ferreira;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Elliot Alderson;Clementina Silva;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Gregory House;Clementina Silva;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Ítalo Teotônio;Carleta Joaquina;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Jack Bauer;Teobaldo Souza;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Michael Scofield;Astolfo Péricles;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Norma Bates;Teobaldo Souza;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Randal Pearson;Josvaldo Ferreira;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Shaun Murphy;Clementina Silva;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Thomas Shelby;Carleta Joaquina;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;;Walter White;Carleta Joaquina;Internet;6500
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;7900
;Suco Prata;Annalise Keating;Josvaldo Ferreira;Internet;3900
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;5600
;;Dexter Morgan;Josvaldo Ferreira;Internet;3900
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;5600
;;Elliot Alderson;Clementina Silva;Internet;3900
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;5600
;;Gregory House;Clementina Silva;Internet;3900
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;5600
;;Ítalo Teotônio;Carleta Joaquina;Internet;3900
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;5600
;;Jack Bauer;Teobaldo Souza;Internet;3900
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;5600
;;Michael Scofield;Astolfo Péricles;Internet;3900
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;5600
;;Norma Bates;Teobaldo Souza;Internet;3900
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;5600
;;Randal Pearson;Josvaldo Ferreira;Internet;3900
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;5600
;;Shaun Murphy;Clementina Silva;Internet;3900
;;;;Lojas Afiliadas;6100
;;;;Lojas Próprias;5600
;;Thomas Shelby;Carleta Joaquina;Internet;3900
